,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
2167,The Verdict On Higher Capital Requirements,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2168,Why Does Financial Sector Growth Crowd Out Real Economic Growth?,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2169,Why Growth In Finance Is A Drag On The Real Economy,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2170,Emerging Economy Corporate Debt: The Threat To Financial Stability,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2171,On The Separation Of Monetary And Prudential Policy: How Much Of The Pre-Crisis Consensus Remains?,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2172,Is There Macroprudential Policy Without International Cooperation?,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2173,Brexit Stress Test,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2174,A Primer On Helicopter Money,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2175,Reforming Mutual Funds: A Proposal To Improve Financial Market Resilience,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2176,The Bank Of Japan At The Policy Frontier,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2177,Ending Too Big To Fail,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2178,Gdp-Linked Bonds: A Primer,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2179,Deflating Inflation Expectations: The Implications Of Inflation'S Simple Dynamics,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2180,The Feds Price Stability Achievement,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2181,Bank Resolution: The Importance Of A Public Backstop,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2182,The Us Treasurys Missed Opportunity,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2183,"The Financial Crisis, Ten Years On",1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2184,Eclipsing Libor,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2185,Black Monday: Thirty Years After,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2186,Regulatory Reform: A Scorecard,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2187,Managing Risk And Complexity: Legal Entity Identifier,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2188,Gdp At Risk,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2189,Financing Intangible Capital,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2190,The Stubbornly High Cost Of Remittances,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2191,Banking The Masses: 2018 Edition,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2192,Finance And Blockchains,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2193,Why Does Credit Growth Crowd Out Real Economic Growth?,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2194,Stress Testing Networks: The Case Of Central Counterparties,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2195,Stress Testing Networks: The Case of Central Counterparties,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2196,Sound At Last? Assessing A Decade Of Financial Regulation: A New Ebook,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2197,Improving Us Monetary Policy Communications,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2198,Libra: A Dramatic Call To Regulatory Action,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2199,The Future Of Digital Money: A New Vox Debate,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2200,Replacing Libor,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2201,Understanding how central banks use their balance sheets,1982.0,university of california berkley,brandeis university,rosen family chair in international finance,brandeis university,chair,Stephen G Cecchetti
2202,The euro area in the age of COVID-19,1982.0,university of california at berkeley,brandeis international business school,professor,brandeis university,rosen family chair in international finance,Stephen G Cecchetti
2203,Finance and Technology: What is changing and what is not,1982.0,university of california at berkeley,brandeis international business school,professor,brandeis international business school,professor,Stephen G Cecchetti
2204,Monetary Policy in the Next Recession?,1982.0,university of california at berkeley,brandeis international business school,professor,brandeis international business school,professor,Stephen G Cecchetti
