,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1882,Financial Engineering Will Not Stabilise An Unstable Euro Area,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1883,Reforms Are Too Important To Be Left To Reformers,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1884,Animal Spirits And Fiscal Policy,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1885,Fiscal Policies In Booms And Busts,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1886,Financial Crises And Liberalisation: Progress Or Reversals?,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1887,Financial Crises And The Dynamics Of Financial De-Liberalisation,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1888,Rethinking Fiscal Policy Choices In The Euro Area,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1889,Should Central Banks Be Forward-Looking?,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1890,Central Bankers Should Not Be Forward-Looking In Times Of Crisis,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1891,What price to pay for monetary financing of budget deficits in the euro area,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1892,A tale of three depressions,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
1893,Financial Policymaking after Crises: Public vs. Private Interest,1974.0,johns hopkins university, london school of economics,professor,lse,professor,Paul De Grauwe
1894,Financial Policymaking After Crises,1974.0,johns hopkins university, london school of economics,professor,lse,professor,Paul De Grauwe
1895,On the Transmission of Small and Large Shocks,1974.0,johns hopkins university, london school of economics,professor,london school of economics,professor,Paul De Grauwe
