,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
1587,Monetary Policy Analysis When Planning Horizons Are Finite,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1588,Cognitive Imprecision And Small-Stakes Risk Aversion,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1589,Information Costs And Sequential Information Sampling,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1590,Noisy Memory and Over-Reaction to News,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1591,"Modeling Imprecision in Perception, Valuation and Choice",1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1592,Helicopter Money As A Policy Option,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1593,Rational Inattention when Decisions Take Time,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1594,Neighborhood-Based Information Costs,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1595,Robustly Optimal Monetary Policy In A New Keynesian Model With Housing,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1596,Robustly Optimal Monetary Policy in a New Keynesian Model with Housing,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1597,Fiscal and Monetary Stabilization Policy at the Zero Lower Bound: Consequences of Limited Foresight,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1598,Fiscal and Monetary Stabilization Policy at the Zero Lower Bound: Consequences of Limited Foresight,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1599,Effective Demand Failures and the Limits of Monetary Stabilization Policy,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1600,Effective Demand Failures and the Limits of Monetary Stabilization Policy,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1601,Optimally Imprecise Memory And Biased Forecasts,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
1602,Optimally Imprecise Memory And Biased Forecasts,1983.0,massachusetts insitute of technology,columbia university,professor of political economy,columbia university,professor of political economy,Michael Woodford
