,title,yearPhDgraduation,phd_institution,curr_affiliation,curr_position,pub_affiliation,pub_position,name_corrections
205,Bail-In Expectations For European Banks: Actions Speak Louder Than Words,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
206,Cross-Border Resolution Regimes: Game-Theoretic Considerations,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
207,Eu Refugee Bonds,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
208,Reinforcing The Eurozone And Protecting An Open Society,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
209,"Private Shareholders, Governance Rules, And Central Bank Financial Behaviour",1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
210,If You Really Want To Go  Germany And Brexit,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
211,How To Reconcile Risk Sharing And Market Discipline In The Euro Area,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
212,Putting The Greek Debt Problem To Rest,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
213,Making (Some) Sense Of Cryptocurrencies,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
214,Cryptocurrencies Challenge To Central Banks,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
215,Next Steps After The Euro Summit,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
216,Initial Coin Offerings: Fundamentally Different But Highly Correlated,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
217,Announcing The Cepr Women In Economics Initiative,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
218,"Euro Area Architecture: What Reforms Are Still Needed, And Why",1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
219,The Benefits Of A Global Digital Currency,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
220,Economics In The Time Of Covid-19: A New Ebook,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
221,Covid-19: Europe Needs A Catastrophe Relief Plan,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
222,A Proposal For A Covid Credit Line,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
223,"New Cepr Publication: Covid Economics, Vetted And Real-Time Papers",1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
224,Covid-19 Economic Crisis: Europe Needs More Than One Instrument,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
225,Repair And Reconstruct: A Recovery Initiative,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
226,A Debt Standstill For Covid-19 In Low- And Middle-Income Countries,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
227,Announcement: Covid Economics And Subsequent Submission To Journals,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
228,Europe in the time of Covid-19: A new eBook,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
229,Europe in the time of Covid-19: A new crash test and a new opportunity,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
230,In memory of Alberto Alesina,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
231,Sovereign debt standstills: An update,1993.0,university of basel,university of  mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
232,Cross-Border Resolution Of Global Banks: Bail In Under Single Point Of Entry Versus Multiple Points Of Entry,1993.0,university of basel,university of mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
233,"No Smoking Gun: Private Shareholders, Governance Rules And Central Bank Financial Behavior",1993.0,university of basel,university of mainz,professor,university of mainz,professor,Beatrice Weder Di Mauro
234,EU economic policy and architecture after Covid: Rebooting the debate on the EU reform roadmap,1989.0,university of basel,Graduate Institute of Geneva,Professor of International Economics,Graduate Institute of Geneva,Professor of International Economics,Beatrice Weder Di Mauro
235,Pricing of carbon within and at the border of Europe,1989.0,university of basel,Graduate Institute of Geneva,Professor of International Economics,Graduate Institute of Geneva,Professor of International Economics,Beatrice Weder Di Mauro
